Placement,Player(s),Earnings,Liquipedia ID's,Region,Gamemode,Max Teams,Total Teams,Start Date,End Date,URL
1,Curve;Veno,100000,/fortnite/Curve;/fortnite/Veno,NAC,Duos,50,50,2026-04-25,2026-04-26,https://liquipedia.net/fortnite/Fortnite_Champion_Series/2026/Major_1/North_America_Central
2,Ajerss;Ritual,50000,/fortnite/Ajerss;/fortnite/Ritual,,,,,,,
3,Acorn;Boltz,40000,/fortnite/Acorn;/fortnite/Boltz,,,,,,,
4,Cold;Rapid,30000,/fortnite/Cold;/fortnite/Rapid,,,,,,,
5,Muz;Sphinx,25000,/fortnite/Muz;/fortnite/Sphinx,,,,,,,
6,xavifw;Aminished,20000,/fortnite/Xavifw;/fortnite/Aminished,,,,,,,
7,Peterbot;Pollo,16000,/fortnite/Peterbot;/fortnite/Pollo,,,,,,,
8,Visxals;Braydz,14000,/fortnite/Visxals;/fortnite/Braydz,,,,,,,
9,nvtylerh;Channce,12000,/fortnite/Nvtylerh;/fortnite/Channce,,,,,,,
10,Clix;Higgs,10000,/fortnite/Clix;/fortnite/Batman_Bugha,,,,,,,
11,Reet;Cooper,9000,/fortnite/Reet;/fortnite/Cooper,,,,,,,
12,51Cole;Maddenv,8000,/fortnite/51Cole;/fortnite/Maddenv,,,,,,,
13,Jargue;Kirillian,7000,/fortnite/Jargue;/fortnite/Kirillian,,,,,,,
14,Seek;Takii,6000,/fortnite/Seek;/fortnite/Takii,,,,,,,
15,Avivv;Kingaling,5000,/fortnite/Avivv;/fortnite/Kingaling,,,,,,,
16,Scarebear;oSydd,4500,/fortnite/Scarebear;/fortnite/OSydd,,,,,,,
17,Threats;Veer,4000,/fortnite/Threats;/fortnite/Veer,,,,,,,
18,slepzi;Wagers,3500,/fortnite/Slepzi;/fortnite/Wagers,,,,,,,
19,zyft;Backtalk,3000,/fortnite/Zyft;/fortnite/Backtalk,,,,,,,
20,Dolzeur;eshouu,2500,/fortnite/Dolzeur;/fortnite/Eshouu,,,,,,,
21,Hcube;Encrypted,2000,/fortnite/Hcube;/fortnite/Encrypted,,,,,,,
22,Noizy;Neo,2000,/fortnite/Noizy;/fortnite/Neo,,,,,,,
23,Listen;Aloe,2000,/fortnite/Listen;/fortnite/Aloe,,,,,,,
24,Qkay;Khan,2000,/fortnite/Qkay;/fortnite/Khan,,,,,,,
25,Enough;Salt,2000,/fortnite/Enough;/fortnite/Salt,,,,,,,
26,Twunti;Nekko,2000,/fortnite/Twunti;/fortnite/Nekko,,,,,,,
27,catman;Ruinz,2000,/fortnite/Catman;/fortnite/Ruinz,,,,,,,
28,Krreon;DragonRG,2000,/fortnite/Krreon;/fortnite/DragonRG,,,,,,,
29,chrisvxz;Verge,2000,/fortnite/Chrisvxz;/fortnite/Verge,,,,,,,
30,paper;Rezy,2000,/fortnite/Paper;/fortnite/Rezy,,,,,,,
31,Blake;preston4321,1500,/fortnite/Blakeps;/fortnite/Preston4321,,,,,,,
32,Bucke;Zenn,1500,/fortnite/Bucke;/fortnite/Zenn,,,,,,,
33,Muss;Liquid5x,1500,/fortnite/Muss;/fortnite/Liquid5x,,,,,,,
34,tuhronto;slipzz,1500,/fortnite/tuhronto;/fortnite/slipzz,,,,,,,
35,GMoney;Magma,1500,/fortnite/GMoney;/fortnite/Magma,,,,,,,
36,liamtfup;Chimp,1500,/fortnite/Liamtfup;/fortnite/Chimp,,,,,,,
37,Power;Penta,1500,/fortnite/Power;/fortnite/Penta,,,,,,,
38,skqttles;Kxyin,1500,/fortnite/Skqttles;/fortnite/Kxyin,,,,,,,
39,Nut;prom,1500,/fortnite/Nut_(NA_player_2);/fortnite/prom,,,,,,,
40,light1v;vleccks,1500,/fortnite/Light1v;/fortnite/Vleccks,,,,,,,
41,SniperDudeRIP;avenger,750,/fortnite/SniperDudeRIP;/fortnite/avenger,,,,,,,
42,Jaqck;npen,750,/fortnite/Jaqck;/fortnite/Npen,,,,,,,
43,MaxGGs;mopping,750,/fortnite/MaxGGs;/fortnite/Mopping,,,,,,,
44,thetik;mxfia,750,/fortnite/Thetik;/fortnite/Mxfia,,,,,,,
45,Alongo;LuLu,750,/fortnite/Alongo;/fortnite/LuLu,,,,,,,
46,cetricy;oreoo,750,/fortnite/cetricy;/fortnite/oreoo,,,,,,,
47,blanckz;mako,750,/fortnite/blanckz;/fortnite/mako,,,,,,,
48,Teqqz;Naevz,750,/fortnite/Teqqz;/fortnite/Naevz,,,,,,,
49,cdz;Raven,750,/fortnite/Cdz;/fortnite/Raven,,,,,,,
50,Electro;Olk,750,/fortnite/Electro;/fortnite/Olk,,,,,,,
