Placement,Player(s),Earnings,Liquipedia ID's,Region,Gamemode,Max Teams,Total Teams,Start Date,End Date,URL
1,Raito;Razl;Kimkana,27000,/fortnite/Raito;/fortnite/Razeru;/fortnite/Kimkana,Global,Trios,33,33,2025-04-26,2025-04-27,https://liquipedia.net/fortnite/Fortnite_Champion_Series/2025/Major_2
2,Minipiyo;Rura;FuuKun,13500,/fortnite/Minipiyo;/fortnite/Rura;/fortnite/FuuKun,,,,,,,
3,LILY;Teddy;DayDus,9000,/fortnite/LILY;/fortnite/Teddy;/fortnite/Karimu,,,,,,,
4,Rise;yuma;Koyota,7650,/fortnite/Rise_(AS_player);/fortnite/Yuma;/fortnite/Koyota,,,,,,,
5,Rainy;Taiya;BOBY,5850,/fortnite/Rainy;/fortnite/Tiarr;/fortnite/Bobik1ng,,,,,,,
6,Zagou;Merem;Michael.,3600,/fortnite/Zagou;/fortnite/Merem;/fortnite/Michael.,,,,,,,
7,xMipoli;Stain;Job,3600,/fortnite/Mipoli;/fortnite/StainZ;/fortnite/Job,,,,,,,
8,Kametin;Stella;mxrxk,3600,/fortnite/Kametin;/fortnite/Stella;/fortnite/Mxrxk,,,,,,,
9,Mkmkpapa;Shelom;Buyuriru,3600,/fortnite/Russ;/fortnite/Shelom;/fortnite/Buyuriru,,,,,,,
10,LODSTK;RiaM;Reim,3600,/fortnite/LODSTK;/fortnite/RiaM;/fortnite/Reim,,,,,,,
11,Reo;Aquria;zeykz,1800,/fortnite/Reo;/fortnite/Aquria;/fortnite/Zeykz,,,,,,,
12,Shaker;Goki;Maa-san,1800,/fortnite/Shaker;/fortnite/Goki;/fortnite/Maa-san,,,,,,,
13,Reaper;Chikara;CRPS,1800,/fortnite/Reaper;/fortnite/Chikara;/fortnite/CRPS,,,,,,,
14,ryogata;Okan;Mame,1800,/fortnite/Ryogata;/fortnite/Okan;/fortnite/Mame,,,,,,,
15,Qjac;Naetor;KanA,1800,/fortnite/Qjac;/fortnite/Naetor;/fortnite/KanA,,,,,,,
16,Mikqn;SEEK;Rabbit,0,/fortnite/Mikqn;/fortnite/Sinklol;/fortnite/Rabbit,,,,,,,
17,Cyns;Tara;Miyagura,0,/fortnite/Cyns;/fortnite/Tara;/fortnite/Miyagura,,,,,,,
18,Kollukun;He-stin;Rakirye,0,/fortnite/Kollukun;/fortnite/Hestin;/fortnite/Rakirye,,,,,,,
19,Ryle1w;PRBK;Popograal,0,/fortnite/Ryle1w;/fortnite/Proboko;/fortnite/Popograal,,,,,,,
20,REINER;PartyGirl;Chihy,0,/fortnite/REINER;/fortnite/PartyGirl;/fortnite/Chihy,,,,,,,
21,spik;Zerofour;Chicken,0,/fortnite/spik;/fortnite/Zerofour;/fortnite/Chicken,,,,,,,
22,Aster;cart;Riv,0,/fortnite/Aster;/fortnite/Cart;/fortnite/Riv_(Japanese_player),,,,,,,
23,tomato;Ritsu;Silent,0,/fortnite/tomato;/fortnite/Ritsu;/fortnite/Silent,,,,,,,
24,danitan;Deep;Ouxs,0,/fortnite/Danitan;/fortnite/Deep;/fortnite/Ouxs,,,,,,,
25,Rialy;Kumo;Jaemon,0,/fortnite/Rialy;/fortnite/Kumo;/fortnite/Jaemon,,,,,,,
26,Choco;FU-FU PANDA;Mqkafishy,0,/fortnite/Choco;/fortnite/FU-FU_PANDA;/fortnite/Mqkafishy,,,,,,,
27,Nor;Rifupen;SPINZ,0,/fortnite/Nor;/fortnite/Rifupen;/fortnite/SPINZ,,,,,,,
28,Noa;Ame;MuuCONIQ,0,/fortnite/Noa;/fortnite/Ame;/fortnite/MuuCONIQ,,,,,,,
29,Bataco;Zerua;Todoroki,0,/fortnite/Batako;/fortnite/Zerua;/fortnite/Todoroki,,,,,,,
30,Tawashi;Cafe;Asuka,0,/fortnite/Tawashi;/fortnite/Cafe;/fortnite/Asuka,,,,,,,
31,RizArt;stork;Mana,0,/fortnite/RizArt;/fortnite/Stork;/fortnite/Mana_(Japanese_player),,,,,,,
32,PONY;Silhy;batikori,0,/fortnite/PONY;/fortnite/Silhy;/fortnite/Batikori,,,,,,,
33,Maufin;Nalu;Luuuke,0,/fortnite/Maufin;/fortnite/Nalu;/fortnite/Luuuke,,,,,,,
