Placement,Player(s),Earnings,Liquipedia ID's,Region,Gamemode,Max Teams,Total Teams,Prize Pool,Play Setting,Location,Venue,Start Date,End Date,URL
1,Fazer;Phzin;K1nG,45000,/fortnite/Fazer;/fortnite/Phzin;/fortnite/K1nG,BR,Trios,33,33,180000,Online,Brazil,,2025-02-15,2025-02-16,https://liquipedia.net/fortnite/Fortnite_Champion_Series/2025/Major_1/Brazil
2,Diguera;Seeyun;KING,27000,/fortnite/Diguera;/fortnite/Seeyun;/fortnite/KING,,,,,,,,,,,
3,916Gon;Persa;EdRoadToGlory,18000,/fortnite/916Gon;/fortnite/Persa;/fortnite/EdRoadToGlory,,,,,,,,,,,
4,Stryker;Tisco;Cadu,15300,/fortnite/Stryker;/fortnite/Tisco;/fortnite/Cadu,,,,,,,,,,,
5,WeY;Kitoz;Scarpa,11700,/fortnite/WeY;/fortnite/Kitoz;/fortnite/Scarpa,,,,,,,,,,,
6,Nickz;Kchorro;Romero,7200,/fortnite/Nickz;/fortnite/Kchorro;/fortnite/Romero,,,,,,,,,,,
7,Xeat;Tecne;Thiagin,7200,/fortnite/Xeat;/fortnite/Tecne;/fortnite/Thiagin,,,,,,,,,,,
8,blackoutz;Teuzz;TheFeloz,7200,/fortnite/BlackoutZ;/fortnite/Teuzz;/fortnite/TheFeloz,,,,,,,,,,,
9,LuLuzito;Benado;nathes,7200,/fortnite/LuLuzito;/fortnite/Benado;/fortnite/Nathes,,,,,,,,,,,
10,KBR;Pingu;axadasz,7200,/fortnite/KBR;/fortnite/Pingu;/fortnite/Axadasz,,,,,,,,,,,
11,Letz;Azizis;Magni,3600,/fortnite/Letz;/fortnite/Azizis;/fortnite/Magni,,,,,,,,,,,
12,Kayky;Lewa;Randu,3600,/fortnite/KaykyGames;/fortnite/Lewa;/fortnite/Randu,,,,,,,,,,,
13,Gonzalo;Hazzense;Talls,3600,/fortnite/Gonzalobtw;/fortnite/Jasenszzzz;/fortnite/Talls,,,,,,,,,,,
14,Puzera;Fuzettin;Spectral,3600,/fortnite/Puzera;/fortnite/Fuzettin;/fortnite/Spectral,,,,,,,,,,,
15,Magia Jr;Rize;Myst,3600,/fortnite/Magia_Jr;/fortnite/Rize_(Peruvian_player);/fortnite/Myst,,,,,,,,,,,
16,Pardal;Edson;Paulinyache32,1800,/fortnite/Pardal;/fortnite/Edson;/fortnite/Paulinyache32,,,,,,,,,,,
17,Izuki;Nov1ce;Dream,1800,/fortnite/Izuki;/fortnite/Nov1ce;/fortnite/Dream,,,,,,,,,,,
18,White;mack;Gabzera,1800,/fortnite/White;/fortnite/Mack;/fortnite/Gabzeralindo,,,,,,,,,,,
19,Riquelmee;Jairo;Chap,1800,/fortnite/Riquelmee;/fortnite/Jairo;/fortnite/Chap_(Brazilian_player),,,,,,,,,,,
20,Nutifps;Renato;Night,1800,/fortnite/Nutifps;/fortnite/Renato;/fortnite/Night,,,,,,,,,,,
21,Frans;Retake;Redlee,0,/fortnite/Frans;/fortnite/Retake;/fortnite/Redlee,,,,,,,,,,,
22,Joakofishy;RodryGOD;Sanku,0,/fortnite/Joakofishy;/fortnite/RodryGOD;/fortnite/Sanku,,,,,,,,,,,
23,Keicox;Fffakkz;Bahiense,0,/fortnite/Keicox;/fortnite/Fffakkz;/fortnite/Bahiense,,,,,,,,,,,
24,Sad;Barroso;Grx,0,/fortnite/Sad;/fortnite/Barroso;/fortnite/Grx,,,,,,,,,,,
25,sxlo;TavimDX;Dedegraal,0,/fortnite/Sxlo;/fortnite/TavimDX;/fortnite/Dedegraal,,,,,,,,,,,
26,GxT;Mojak;LORD,0,/fortnite/GxT;/fortnite/Mojak;/fortnite/LORD,,,,,,,,,,,
27,Pulga;Leozin;BRABOX,0,/fortnite/Pulga;/fortnite/Leozin;/fortnite/BRABOX,,,,,,,,,,,
28,Nahux;Betto;German62hz,0,/fortnite/Nahux;/fortnite/Betto;/fortnite/German62hz,,,,,,,,,,,
29,Kobe;iMey;Chizi,0,/fortnite/Kobe_(Peruvian_player);/fortnite/IMey;/fortnite/Chizi,,,,,,,,,,,
30,Darkxz;Bryanvyy;Enzouzz,0,/fortnite/Darkxz;/fortnite/Bryanvyy;/fortnite/Enzouzz,,,,,,,,,,,
31,sirence;Kyrev;Steg,0,/fortnite/Sirence;/fortnite/Kyrev;/fortnite/Steg,,,,,,,,,,,
32,moiza;Fabin;meercy,0,/fortnite/Moiza;/fortnite/Fabin;/fortnite/Meercy,,,,,,,,,,,
33,Suetam;oLui;Jxness,0,/fortnite/Suetam;/fortnite/OLui;/fortnite/Jxness,,,,,,,,,,,
