Placement,Player(s),Earnings,Liquipedia ID's,Region,Gamemode,Max Teams,Total Teams,Start Date,End Date,URL
1,5aald;FKS;Hero,27000,/fortnite/5aald;/fortnite/FKS;/fortnite/Hero,ME,Trios,33,30,2025-02-15,2025-02-16,https://liquipedia.net/fortnite/Fortnite_Champion_Series/2025/Major_1/Middle_East
2,Kalgamer;SaLva;7man,13500,/fortnite/Kalgamer710;/fortnite/Salvatore;/fortnite/7man,,,,,,,
3,Mayza;Raulillo;Zeqoo,9000,/fortnite/Mayza;/fortnite/Raulillo;/fortnite/Zeqoo,,,,,,,
4,Rew;Kodex;Bd,7650,/fortnite/Rew;/fortnite/Kodex;/fortnite/Bd,,,,,,,
5,QnDx;Rvvr;saad,5850,/fortnite/QnDx;/fortnite/Rvvry;/fortnite/Saad,,,,,,,
6,Abodk;Morix;abos3d,3600,/fortnite/Abodk;/fortnite/Morix;/fortnite/Abos3d,,,,,,,
7,Balor;FHD;Nachiiri,3600,/fortnite/Balor;/fortnite/FHD_(Fahad_Almutairi);/fortnite/Nachiiri,,,,,,,
8,Snowvaks;LvR;Wqzzi,3600,/fortnite/Snowvaks;/fortnite/LvR;/fortnite/Wqzzi,,,,,,,
9,pxder;spooked;Reno,3600,/fortnite/Pxder;/fortnite/Spooked;/fortnite/Reno,,,,,,,
10,Adapter;Arrow;Asta,3600,/fortnite/Adapter;/fortnite/Arrow;/fortnite/Asta,,,,,,,
11,Battal;xViperzz;SPIN,1800,/fortnite/Battal;/fortnite/XViperzz;/fortnite/SPIN,,,,,,,
12,Puma;Osama;Solid M,1800,/fortnite/Pumero;/fortnite/Osama;/fortnite/Solid_M,,,,,,,
13,dantadntryr;N1kToJ;Belo,1800,/fortnite/Dantadntryr;/fortnite/N1kToJ;/fortnite/Belo,,,,,,,
14,Yonx;Nm7;Mansour,1800,/fortnite/Yonx;/fortnite/NM7;/fortnite/Mansour,,,,,,,
15,Stranger;OB;JKReet,1800,/fortnite/Stranger;/fortnite/OB;/fortnite/JKReet,,,,,,,
16,KOSQF;Jokuneyy;Kalki,0,/fortnite/KOSQF;/fortnite/Jokuneyy;/fortnite/Kalki,,,,,,,
17,Omaar;Skydeun;Metab,0,/fortnite/Omaar;/fortnite/Skydeun;/fortnite/Metab,,,,,,,
18,Kai;Rxtr;Escdark,0,/fortnite/Kai;/fortnite/RXTR;/fortnite/Escdark,,,,,,,
19,Spy;BARQ;Yo7med,0,/fortnite/Spy;/fortnite/BARQ;/fortnite/Yo7med,,,,,,,
20,Tiggz;Zenox;Pika,0,/fortnite/Tiggz;/fortnite/Zenox;/fortnite/Pika_(Israeli_player),,,,,,,
21,Otrex;Slay;Hza3,0,/fortnite/Otrex;/fortnite/Slay;/fortnite/Hza3,,,,,,,
22,i5adx;PRO;3jmy,0,/fortnite/i5adx;/fortnite/PRO;/fortnite/3jmy,,,,,,,
23,7man;Pluey;Virex,0,/fortnite/7man;/fortnite/Pluey;/fortnite/Virex,,,,,,,
24,Zodi;i_Marco;3ziz,0,/fortnite/Zodi;/fortnite/I_Marco;/fortnite/3ziz,,,,,,,
25,kontik;chepast1k;Frizzy,0,/fortnite/kontik;/fortnite/Chepast1k;/fortnite/Frizzy,,,,,,,
26,Hellonsteam;Vysi;P5EK,0,/fortnite/Hellonsteam;/fortnite/Vysi;/fortnite/P5EK,,,,,,,
27,3bood;KaKaRoT;Snowyka,0,/fortnite/3bood;/fortnite/KaKaRoT;/fortnite/Snowyka,,,,,,,
28,itay;TSAFO;K4 Legend,0,/fortnite/Itay;/fortnite/TSAFO;/fortnite/K4_Legend,,,,,,,
29,3BooD;Rio;Noah,0,/fortnite/3BooD;/fortnite/Rio_(Jordanian_player);/fortnite/Noah,,,,,,,
30,Sythic;Calvo;Kaido,0,/fortnite/Sythic;/fortnite/Calvo;/fortnite/Kaido,,,,,,,
