Placement,Player(s),Earnings,Liquipedia ID's,Region,Gamemode,Max Teams,Total Teams,Start Date,End Date,URL
1,Opai;Phzin;GSX,90000,/fortnite/Opai;/fortnite/Phzin;/fortnite/GSX,BR,Trios,33,33,2021-09-04,2021-09-05,https://liquipedia.net/fortnite/Fortnite_Champion_Series/Chapter_2/Season_7/Grand_Finals/Brazil
2,Kurtz;Frosty;Redlee,75000,/fortnite/Kurtz;/fortnite/Frosty;/fortnite/Redlee,,,,,,,
3,Cadu;OriGinS;Nicks,51000,/fortnite/Cadu;/fortnite/OriGinS;/fortnite/Nicks,,,,,,,
4,H4wwk;Liimaa;Retake,42000,/fortnite/H4wwk;/fortnite/Liimaa;/fortnite/Retake,,,,,,,
5,Persa;Seeyun;Ed,30000,/fortnite/Persa;/fortnite/Seeyun;/fortnite/EdRoadToGlory,,,,,,,
6,Fishy;Talls;Sanku,21000,/fortnite/Fishy;/fortnite/Talls;/fortnite/Sanku,,,,,,,
7,Rynm;KBR;Diguera,18000,/fortnite/Rynm;/fortnite/KBR;/fortnite/Diguera,,,,,,,
8,Lucasg;Coca;Spitflow,15000,/fortnite/Lucasg;/fortnite/Coca;/fortnite/Spitflow,,,,,,,
9,KaykyGames;Insano;LORD,12000,/fortnite/KaykyGames;/fortnite/Insano;/fortnite/LORD,,,,,,,
10,Pattaty;Diamond;Filipe,9000,/fortnite/Pattaty;/fortnite/Diamond;/fortnite/Filipe,,,,,,,
11,Tecne;Fazer;K1nG,6000,/fortnite/Tecne;/fortnite/Fazer;/fortnite/K1nG,,,,,,,
12,Pulga;Pina;Digai,6000,/fortnite/Pulga;/fortnite/Pina_(Brazilian_player);/fortnite/Digai,,,,,,,
13,Hardin;Barroso;KALIFA,6000,/fortnite/Hardin;/fortnite/Barroso;/fortnite/KALIFA,,,,,,,
14,Texz;Past;shoks,6000,/fortnite/Texz;/fortnite/Past;/fortnite/shoks,,,,,,,
15,Frans;Kitoz;Jpsk1ng,6000,/fortnite/Frans;/fortnite/Kitoz;/fortnite/Jpsk1ng,,,,,,,
16,Kashi;Tisco;Robot,3000,/fortnite/Kashi;/fortnite/Tisco;/fortnite/Robot,,,,,,,
17,RustyK;Betto;Navars,3000,/fortnite/RustyK;/fortnite/Betto;/fortnite/Navars,,,,,,,
18,Collet;WeY;Guneves,3000,/fortnite/Collet;/fortnite/WeY;/fortnite/Guneves,,,,,,,
19,Dott1;Xeat;Scarpa,3000,/fortnite/Dott1;/fortnite/Xeat;/fortnite/Scarpa,,,,,,,
20,Gabrielh99;wisheydp;technoviking,3000,/fortnite/Gabrielh99;/fortnite/Wisheydp;/fortnite/Technoviking,,,,,,,
21,Scheco;Bagu;Histtory,1875,/fortnite/Scheco;/fortnite/Bagu;/fortnite/Histtory,,,,,,,
22,Izuki;Fenix;Klose,1875,/fortnite/Izuki;/fortnite/Fenix_(Brazilian_player);/fortnite/Klose,,,,,,,
23,Suetam;Icee;KING,1875,/fortnite/Suetam;/fortnite/Icee;/fortnite/KING,,,,,,,
24,Barella;Caduzin;Away,1875,/fortnite/Barella;/fortnite/Caduzin;/fortnite/Away,,,,,,,
25,Lulu;Mojak;Teuzz,1875,/fortnite/Lulu;/fortnite/Mojak;/fortnite/Teuzz,,,,,,,
26,Dream;Nov1ce;AG1RRE,1875,/fortnite/Dream;/fortnite/Nov1ce;/fortnite/AG1RRE,,,,,,,
27,Rpg;Gangi;Magni,1275,/fortnite/Rpg;/fortnite/Gangi;/fortnite/Magni,,,,,,,
28,Snohxx;Renato;Danielz,1275,/fortnite/Snohxx;/fortnite/Renato;/fortnite/Danielz,,,,,,,
29,Keicox;Facu;Gustyx,1275,/fortnite/Keicox;/fortnite/Facu;/fortnite/Gustyx,,,,,,,
30,Master;BlackoutZ;Yagami,1275,/fortnite/Master;/fortnite/BlackoutZ;/fortnite/Yagami,,,,,,,
31,GbL;TeLL;Strendd,1275,/fortnite/GbL;/fortnite/TeLL;/fortnite/Strendd,,,,,,,
32,99naig;Lordy;XJosman,1275,/fortnite/99naig;/fortnite/Lordy;/fortnite/XJosman,,,,,,,
33,Dio;Itrol;Romero,1275,/fortnite/Dio;/fortnite/Itrol;/fortnite/Romero,,,,,,,
