Placement,Player(s),Earnings,Liquipedia ID's,Region,Gamemode,Max Teams,Total Teams,Prize Pool,Play Setting,Location,Venue,Start Date,End Date,URL
1,Pulga;Mojak,17500,/fortnite/Pulga;/fortnite/Mojak,BR,Duos,50,48,132500,Online,Brazil,,2020-04-19,2020-04-19,https://liquipedia.net/fortnite/Fortnite_Champion_Series/Chapter_2/Season_2/Grand_Finals/Brazil
2,Spitflow;Brunao,15000,/fortnite/Spitflow;/fortnite/Brunao,,,,,,,,,,,
3,KBR;Seeyun,13800,/fortnite/KBR;/fortnite/Seeyun,,,,,,,,,,,
4,Snow;Filipe,11200,/fortnite/Snow_(Brazilian_player);/fortnite/Filipe,,,,,,,,,,,
5,RustyK;K1nG,10000,/fortnite/RustyK;/fortnite/K1nG,,,,,,,,,,,
6,Kitoz;Robot,7500,/fortnite/Kitoz;/fortnite/Robot,,,,,,,,,,,
7,Lekmaluco;Mstzera,6500,/fortnite/Lekmaluco;/fortnite/Mstzera,,,,,,,,,,,
8,Tade;XZyTle,5500,/fortnite/Tade;/fortnite/XZyTle,,,,,,,,,,,
9,Losted;technoviking,4500,/fortnite/Losted;/fortnite/Technoviking,,,,,,,,,,,
10,Fazer;Elmtd,3500,/fortnite/Fazer;/fortnite/Elmtd,,,,,,,,,,,
11,drakoNz;Ndp,1750,/fortnite/DrakoNz;/fortnite/Ndp,,,,,,,,,,,
12,Pina;Digai,1750,/fortnite/Pina_(Brazilian_player);/fortnite/Digai,,,,,,,,,,,
13,Felipersa;Nicks,1750,/fortnite/Persa;/fortnite/Nicks,,,,,,,,,,,
14,Suetam;Diamond,1750,/fortnite/Suetam;/fortnite/Diamond,,,,,,,,,,,
15,Diguera;Jpsk1ng,1750,/fortnite/Diguera;/fortnite/Jpsk1ng,,,,,,,,,,,
16,Liimaa;Brabo,1000,/fortnite/Liimaa;/fortnite/Brabo,,,,,,,,,,,
17,Gank;Giiow,1000,/fortnite/Gank;/fortnite/Giiow,,,,,,,,,,,
18,Gabrielh99;EdRoadToGlory,1000,/fortnite/Gabrielh99;/fortnite/EdRoadToGlory,,,,,,,,,,,
19,leleo;Master,1000,/fortnite/Leleo;/fortnite/Master,,,,,,,,,,,
20,MartinGB;Brain90s,1000,/fortnite/MartinGB;/fortnite/Brain90s,,,,,,,,,,,
21,Unsual;Juxi,1000,/fortnite/Unsual;/fortnite/Juxi,,,,,,,,,,,
22,Frans;TEKO,1000,/fortnite/Frans;/fortnite/TEKO,,,,,,,,,,,
23,Ninguero;Optical,1000,/fortnite/Ninguero;/fortnite/Optical,,,,,,,,,,,
24,BlackoutZ;KING,1000,/fortnite/BlackoutZ;/fortnite/KING,,,,,,,,,,,
25,Vichoo;VichiN,1000,/fortnite/Vichoo;/fortnite/VichiN,,,,,,,,,,,
26,Leobas;Clipnode,750,/fortnite/Leobas;/fortnite/Clipnode,,,,,,,,,,,
27,Gokz;Faluve,750,/fortnite/Gokz;/fortnite/Faluve,,,,,,,,,,,
28,Coca;Gd157br,750,/fortnite/Coca;/fortnite/Gd157br,,,,,,,,,,,
29,Zuusboy;Pattaty,750,/fortnite/Zuusboy;/fortnite/Pattaty,,,,,,,,,,,
30,Nahue;Fffakkz,750,/fortnite/Nahue;/fortnite/Fffakkz,,,,,,,,,,,
31,leonzhett;Lagarto,750,/fortnite/Leonzhett;/fortnite/Lagarto,,,,,,,,,,,
32,RaFaaaA;Zeex,750,/fortnite/RaFaaaA;/fortnite/Zeex,,,,,,,,,,,
33,ZDuduh;Teruel,750,/fortnite/ZDuduh;/fortnite/Teruel,,,,,,,,,,,
34,Cadu;Bedin,750,/fortnite/Cadu;/fortnite/Bedin,,,,,,,,,,,
35,mystick;OPai,750,/fortnite/Mystick;/fortnite/Opai,,,,,,,,,,,
36,WeY;HMb,750,/fortnite/WeY;/fortnite/HMb,,,,,,,,,,,
37,Luco;Damage.-13,750,/fortnite/Luco;/fortnite/Damage.-13,,,,,,,,,,,
38,santidead;Twayko,750,/fortnite/Santidead;/fortnite/Twayko,,,,,,,,,,,
39,Kepp;Aphxz,750,/fortnite/Kepp;/fortnite/Aphxz,,,,,,,,,,,
40,Insovnia;Charlesc,750,/fortnite/Insovnia;/fortnite/Charlesc,,,,,,,,,,,
41,Retake;Andreoli,750,/fortnite/Retake;/fortnite/Andreoli,,,,,,,,,,,
42,Ovotz;Top 1 World Cup,750,/fortnite/Ovotz;/fortnite/Top_1_World_Cup,,,,,,,,,,,
43,Dio;XFrame,750,/fortnite/Dio;/fortnite/XFrame,,,,,,,,,,,
44,kurtz;Frosty,750,/fortnite/Kurtz;/fortnite/Frosty,,,,,,,,,,,
45,Lasers;Igo,750,/fortnite/Lasers;/fortnite/Igo,,,,,,,,,,,
46,Loqqty;Strendd,750,/fortnite/Loqqty;/fortnite/Strendd,,,,,,,,,,,
47,TeLL;Kallutowski,750,/fortnite/TeLL;/fortnite/Kallutowski,,,,,,,,,,,
48,SkillS;Misteriosalvaje1,750,/fortnite/SkillS;/fortnite/Misteriosalvaje1,,,,,,,,,,,
