Placement,Player(s),Earnings,Liquipedia ID's,Region,Gamemode,Max Teams,Total Teams,Start Date,End Date,URL
1,Hellonsteam;Rapit,25000,/fortnite/Hellonsteam;/fortnite/Rapit,ME,Duos,50,50,2022-08-12,2022-08-13,https://liquipedia.net/fortnite/Fortnite_Champion_Series/Chapter_3/Season_3/Grand_Finals/Middle_East
2,7man;Speedy,16000,/fortnite/7man;/fortnite/Speedy,,,,,,,
3,FKS;Spy,12000,/fortnite/FKS;/fortnite/Spy,,,,,,,
4,Henchman;Salvatore,6000,/fortnite/Henchman;/fortnite/Salvatore,,,,,,,
5,DRaFTell;Kai,5000,/fortnite/DRaFTell;/fortnite/Kai,,,,,,,
6,Phantom;KuKi,4000,/fortnite/Phantom;/fortnite/KuKi,,,,,,,
7,Kalgamer710;NM7,3600,/fortnite/Kalgamer710;/fortnite/NM7,,,,,,,
8,Nachiiri;GntL,3200,/fortnite/Nachiiri;/fortnite/GntL,,,,,,,
9,Balor;KiritoKun,2800,/fortnite/Balor;/fortnite/KiritoKun,,,,,,,
10,Abufal7;Modisk,2400,/fortnite/AbuFal7;/fortnite/Modisk,,,,,,,
11,3R8;Controller,1800,/fortnite/3R8;/fortnite/Controller,,,,,,,
12,Faisal;Wqzzi,1800,/fortnite/FAISAL;/fortnite/Wqzzi,,,,,,,
13,Unit;P5EK,1800,/fortnite/Unit;/fortnite/P5EK,,,,,,,
14,Adapter;Mansour,1800,/fortnite/Adapter;/fortnite/Mansour,,,,,,,
15,A7MD;Escdark,1800,/fortnite/A7mdRqx;/fortnite/Escdark,,,,,,,
16,Xx731;Mshx,1200,/fortnite/Xx731;/fortnite/Mshary_(Mshary_AlShammari),,,,,,,
17,Puma;TrikShotz,1200,/fortnite/Pumero;/fortnite/TrikShotz,,,,,,,
18,KaKaRoT;Snowyka,1200,/fortnite/KaKaRoT;/fortnite/Snowyka,,,,,,,
19,Viiroos;Arrow,1200,/fortnite/Viiroos;/fortnite/Arrow,,,,,,,
20,Dexefite;Rv,1200,/fortnite/Dexefite;/fortnite/Rv,,,,,,,
21,AdaM;Cigol,1000,/fortnite/AdaM;/fortnite/Cigol,,,,,,,
22,Naif;Lord,1000,/fortnite/Naif;/fortnite/Lord,,,,,,,
23,Rampage;Moda200896,1000,/fortnite/Rampage;/fortnite/Moda200896,,,,,,,
24,Kard;Rew,1000,/fortnite/Kard;/fortnite/Rew,,,,,,,
25,FHD (Fahad Almutairi);Yonx,1000,/fortnite/FHD_(Fahad_Almutairi);/fortnite/Yonx,,,,,,,
26,Krool;Bleed,800,/fortnite/Krool;/fortnite/Bleed,,,,,,,
27,Murloc;NetloV,800,/fortnite/Murloc;/fortnite/NetloV,,,,,,,
28,Sattam;Snowy,800,/fortnite/Sattam;/fortnite/Snowy,,,,,,,
29,Snowvaks;FHD (Fahad Yaseer),800,/fortnite/Snowvaks;/fortnite/FHD_(Fahad_Yaseer),,,,,,,
30,Clapsy;oEthrieum,800,/fortnite/Clapsy;/fortnite/OEthrieum,,,,,,,
31,Souriano;wolfiizz,600,/fortnite/Souriano;/fortnite/Wolfiizz,,,,,,,
32,Hero;Tacky,600,/fortnite/Hero;/fortnite/Tacky,,,,,,,
33,Ziyad;Bd,600,/fortnite/Ziyad;/fortnite/Bd,,,,,,,
34,3BoooD;Van,600,/fortnite/3BoooD;/fortnite/Van,,,,,,,
35,A7med;PEKGL,600,/fortnite/A7med;/fortnite/PEKGL,,,,,,,
36,VRG;Smiky,600,/fortnite/VRG;/fortnite/Smiky,,,,,,,
37,Snoop;Be LiKeWaTeR,600,/fortnite/Snoop;/fortnite/Be_LiKeWaTeR,,,,,,,
38,Astra;WCAEQ,600,/fortnite/Astra;/fortnite/WCAEQ,,,,,,,
39,VDFO;Xisimba,600,/fortnite/VDFO;/fortnite/Xisimba,,,,,,,
40,RKNPARS;Yunax,600,/fortnite/RKNPARS;/fortnite/Yunax,,,,,,,
41,HeiF;3mory,400,/fortnite/HeiF;/fortnite/3mory,,,,,,,
42,Metab;Az2m,400,/fortnite/Metab;/fortnite/Az2m,,,,,,,
43,3jmy;OMxP,400,/fortnite/3jmy;/fortnite/OMxP,,,,,,,
44,Vimcu;Manz,400,/fortnite/Vimcu;/fortnite/Manz,,,,,,,
45,Jokay;Ba7rb,400,/fortnite/Jokay;/fortnite/Ba7rb,,,,,,,
46,QnDx;Njby,400,/fortnite/QnDx;/fortnite/Njby,,,,,,,
47,Goku;KQ,400,/fortnite/Goku_(Bahraini_player);/fortnite/KQ,,,,,,,
48,Pexity;JKReet,400,/fortnite/Pexity;/fortnite/JKReet,,,,,,,
49,Khalid;vonix28,400,/fortnite/Khalid;/fortnite/Vonix28,,,,,,,
50,Asta;Smsom,400,/fortnite/Asta;/fortnite/Smsom,,,,,,,
