Placement,Player(s),Earnings,Liquipedia ID's,Region,Gamemode,Max Teams,Total Teams,Start Date,End Date,URL
1,Pepoclip;Zagou,31000,/fortnite/Pepo;/fortnite/Zagou,AS,Duos,50,50,2023-03-04,2023-03-05,https://liquipedia.net/fortnite/Fortnite_Champion_Series/2023/Major_1/Asia
2,LODSTK;Riam,24000,/fortnite/LODSTK;/fortnite/RiaM,,,,,,,
3,clxxer;wickesy,18000,/fortnite/Jqmix;/fortnite/Wickesy_(Japanese_player),,,,,,,
4,Runa;Koyota,14000,/fortnite/Runa;/fortnite/Koyota,,,,,,,
5,raru;Dog,12000,/fortnite/Raru;/fortnite/Dog,,,,,,,
6,Minipiyo;Fleder,10000,/fortnite/Minipiyo;/fortnite/Fleder,,,,,,,
7,WildHawk;nayker,8000,/fortnite/WildHawk;/fortnite/Nayker,,,,,,,
8,Rise;yuma,6000,/fortnite/Rise_(AS_player);/fortnite/Yuma,,,,,,,
9,Harukiyo;Buyuriru,4000,/fortnite/Harukiyo;/fortnite/Buyuriru,,,,,,,
10,TinkerBel1x;pnmn,3000,/fortnite/Tinkerbell;/fortnite/Digger,,,,,,,
11,Zerokun;Vall,2000,/fortnite/Zerokun;/fortnite/Vall,,,,,,,
12,Alice;Merem,2000,/fortnite/Alice;/fortnite/Merem,,,,,,,
13,Cafe;BOBY,2000,/fortnite/Cafe;/fortnite/Bobik1ng,,,,,,,
14,Tayler;Rabbit,2000,/fortnite/Tayler;/fortnite/Rabbit,,,,,,,
15,Taiya;Jaemon,2000,/fortnite/Tiarr;/fortnite/Jaemon,,,,,,,
16,Desway;Allen,1500,/fortnite/Desway;/fortnite/Allen,,,,,,,
17,FU-FU PANDA;Mikoto,1500,/fortnite/FU-FU_PANDA;/fortnite/Mikoto,,,,,,,
18,Tori;Dokn,1500,/fortnite/Tori;/fortnite/Dokn,,,,,,,
19,Meip;Larkpex,1500,/fortnite/Meip;/fortnite/Larkpex,,,,,,,
20,Aim;Ponta,1500,/fortnite/Aim;/fortnite/Ponta,,,,,,,
21,Rainy;Albedo,1000,/fortnite/Rainy;/fortnite/Albedo,,,,,,,
22,Frelya;Chiffon,1000,/fortnite/Frelya;/fortnite/Chiffon,,,,,,,
23,Yucky;FuuKun,1000,/fortnite/Yucky;/fortnite/FuuKun,,,,,,,
24,REINER;Astell,1000,/fortnite/REINER;/fortnite/Astell,,,,,,,
25,LILY;L4my,1000,/fortnite/LILY;/fortnite/L4my,,,,,,,
26,Daddy;7seq,600,/fortnite/Daddy;/fortnite/7seq,,,,,,,
27,Kogane;RqzriM3,600,/fortnite/Kogane;/fortnite/RqzriM3,,,,,,,
28,Llqma2y;Reim,600,/fortnite/Llqma2y;/fortnite/Reim,,,,,,,
29,Rime;Chocoluv,600,/fortnite/Rime;/fortnite/Chocoluv,,,,,,,
30,danitan;Mkmkpapa,600,/fortnite/Danitan;/fortnite/Russ,,,,,,,
31,gotkota;Jinkundesu,200,/fortnite/Gotkota;/fortnite/Jinkundesu,,,,,,,
32,Monster;takadani,200,/fortnite/Monster;/fortnite/Takachan,,,,,,,
33,Mqkafishy;Shelom,200,/fortnite/Mqkafishy;/fortnite/Shelom,,,,,,,
34,Bubu;Pariaru,200,/fortnite/Bubu;/fortnite/Pariaru,,,,,,,
35,Mikqn;Lefely,200,/fortnite/Mikqn;/fortnite/Lefely,,,,,,,
36,Mi-chan;Butagraal,200,/fortnite/Mi-chan;/fortnite/Butagraal,,,,,,,
37,Stain;DayDus,200,/fortnite/StainZ;/fortnite/Karimu,,,,,,,
38,Qjac;Naetor,200,/fortnite/Qjac;/fortnite/Naetor,,,,,,,
39,Mainlyox;Michael8,200,/fortnite/Mainly;/fortnite/Michael.,,,,,,,
40,Pepe;Noxcy,200,/fortnite/Pepe;/fortnite/Noxcy,,,,,,,
41,pacoteen;Kimkana,200,/fortnite/Pacoteen;/fortnite/Kimkana,,,,,,,
42,Doraminy;ShiMe,200,/fortnite/Doraminy;/fortnite/ShiMe,,,,,,,
43,meah;Bot,200,/fortnite/Meah;/fortnite/%E3%81%BC%E3%81%A3%E3%81%A8,,,,,,,
44,Zenigame;ZAZI,200,/fortnite/Zenigame;/fortnite/SAKI,,,,,,,
45,RizArt;Ess,200,/fortnite/RizArt;/fortnite/Ess,,,,,,,
46,Tawashi;bykn,200,/fortnite/Tawashi;/fortnite/Bykn,,,,,,,
47,KENTAch;SEEK,200,/fortnite/KENTAch;/fortnite/Sinklol,,,,,,,
48,Fortik;Jozya,200,/fortnite/FORTIK;/fortnite/Jozya,,,,,,,
49,NqRu;XMipoli,200,/fortnite/NqRu;/fortnite/Mipoli,,,,,,,
50,Phazma;Goma,200,/fortnite/%E3%81%9B%E3%81%93%E3%81%95%E3%81%BE;/fortnite/Goma,,,,,,,
