Placement,Player(s),Earnings,Liquipedia ID's,Region,Gamemode,Max Teams,Total Teams,Start Date,End Date,URL
1,Cadu;Seeyun;K1nG,75000,/fortnite/Cadu;/fortnite/Seeyun;/fortnite/K1nG,BR,Trios,33,31,2021-05-29,2021-05-30,https://liquipedia.net/fortnite/Fortnite_Champion_Series/Chapter_2/Season_6/Grand_Finals/Brazil
2,Frans;Kitoz;Jpsk1ng,48000,/fortnite/Frans;/fortnite/Kitoz;/fortnite/Jpsk1ng,,,,,,,
3,Felipersa;EdRoadToGlory;Nicks,30000,/fortnite/Persa;/fortnite/EdRoadToGlory;/fortnite/Nicks,,,,,,,
4,RustyK;Tecne;Fazer,24000,/fortnite/RustyK;/fortnite/Tecne;/fortnite/Fazer,,,,,,,
5,Lorax;Ndp;OriGinS,21000,/fortnite/Lorax;/fortnite/Ndp;/fortnite/OriGinS,,,,,,,
6,Dott1;Xeat;Scarpa,18000,/fortnite/Dott1;/fortnite/Xeat;/fortnite/Scarpa,,,,,,,
7,Sheco;Histtory;Bagu,15000,/fortnite/Sheco;/fortnite/Histtory;/fortnite/Bagu,,,,,,,
8,OPai;Phzin;GSX,12000,/fortnite/Opai;/fortnite/Phzin;/fortnite/GSX,,,,,,,
9,Pulga;Suetam;AG1RRE,9000,/fortnite/Pulga;/fortnite/Suetam;/fortnite/AG1RRE,,,,,,,
10,Frosty;Diguera;Mojak,6000,/fortnite/Frosty;/fortnite/Diguera;/fortnite/Mojak,,,,,,,
11,KaykyGames;Insano;LORD,3000,/fortnite/KaykyGames;/fortnite/Insano;/fortnite/LORD,,,,,,,
12,Collet;WeY;Guneves,3000,/fortnite/Collet;/fortnite/WeY;/fortnite/Guneves,,,,,,,
13,Fishy;Nahue;Sanku,3000,/fortnite/Fishy;/fortnite/Nahue;/fortnite/Sanku,,,,,,,
14,retake;BlackoutZ;Pattaty,3000,/fortnite/Retake;/fortnite/BlackoutZ;/fortnite/Pattaty,,,,,,,
15,Pina;Master;Digai,3000,/fortnite/Pina_(Brazilian_player);/fortnite/Master;/fortnite/Digai,,,,,,,
16,H4wwk;Diamond;Spitflow,2400,/fortnite/H4wwk;/fortnite/Diamond;/fortnite/Spitflow,,,,,,,
17,Betto;German62hz;Facu,2400,/fortnite/Betto;/fortnite/German62hz;/fortnite/Facu,,,,,,,
18,Guuh;Lucxss;Vitinho,2400,/fortnite/Guuh;/fortnite/Lucxss_(Brazilian_player_2);/fortnite/Vitinho,,,,,,,
19,Clipnode;Gustyx;Robot,2400,/fortnite/Clipnode;/fortnite/Gustyx;/fortnite/Robot,,,,,,,
20,Barreto;Ninja;shoks,2400,/fortnite/Barreto;/fortnite/Ninja;/fortnite/shoks,,,,,,,
21,Pai;matika;Granjero,1500,/fortnite/Pai;/fortnite/Matika;/fortnite/Granjero,,,,,,,
22,Thzin;Gabrielh99;technoviking,1500,/fortnite/Thzin;/fortnite/Gabrielh99;/fortnite/Technoviking,,,,,,,
23,Dio;Romero;Randu,1500,/fortnite/Dio;/fortnite/Romero;/fortnite/Randu,,,,,,,
24,Davasco;Zachzinnn;Hardin,1500,/fortnite/Davasco;/fortnite/Zachzinnn;/fortnite/Hardin,,,,,,,
25,Liimaa;Luksz;Axe,1500,/fortnite/Liimaa;/fortnite/Luksz;/fortnite/Axe,,,,,,,
26,KauaEY;Dioguinho;Dioguin,1500,/fortnite/KauaEY;/fortnite/Dioguinho;/fortnite/Dioguin,,,,,,,
27,kurtz;Redlee;KING,900,/fortnite/Kurtz;/fortnite/Redlee;/fortnite/KING,,,,,,,
28,BrYANN;Soares;Nutifps,900,/fortnite/BrYANN;/fortnite/Soares;/fortnite/Nutifps,,,,,,,
29,Kuxy;Texz;Dudu,900,/fortnite/Kuxy;/fortnite/Texz;/fortnite/Dudu,,,,,,,
30,Bomba;Fawkes;Chagas,900,/fortnite/Bomba;/fortnite/Fawkes;/fortnite/Chagas,,,,,,,
31,Nikti;Eduzz;Nathes,900,/fortnite/Nikti;/fortnite/Eduzz;/fortnite/Nathes,,,,,,,
