Placement,Player(s),Earnings,Liquipedia ID's,Region,Gamemode,Max Teams,Total Teams,Start Date,End Date,URL
1,vagnaR;I4xPRO;Dexefite,30000,/fortnite/VagnaR;/fortnite/I4xPRO;/fortnite/Dexefite,ME,Trios,33,33,2021-05-28,2021-05-29,https://liquipedia.net/fortnite/Fortnite_Champion_Series/Chapter_2/Season_6/Grand_Finals/Middle_East
2,Snowvaks;Nm7;Rv,19500,/fortnite/Snowvaks;/fortnite/NM7;/fortnite/Rv,,,,,,,
3,Modisk;Kai;AbuFal7,12000,/fortnite/Modisk;/fortnite/Kai;/fortnite/AbuFal7,,,,,,,
4,Spy;FHD;Yonx,9000,/fortnite/Spy;/fortnite/FHD_(Fahad_Almutairi);/fortnite/Yonx,,,,,,,
5,Speedy;HeiF;7man,7500,/fortnite/Speedy;/fortnite/HeiF;/fortnite/7man,,,,,,,
6,KuKi;Phantom;Nyle,6600,/fortnite/KuKi;/fortnite/Phantom;/fortnite/Nyle,,,,,,,
7,FHD;Demon;Hero,5400,/fortnite/FHD_(Fahad_Yaseer);/fortnite/Demon;/fortnite/Hero,,,,,,,
8,xJam;Hellonsteam;Lucci,4800,/fortnite/XJam;/fortnite/Hellonsteam;/fortnite/Lucci_(ME_player),,,,,,,
9,Krool;Njby;Msg,4200,/fortnite/Krool;/fortnite/Njby;/fortnite/Msg,,,,,,,
10,Map;LoFi;SFA7,2400,/fortnite/Map;/fortnite/LoFi;/fortnite/SFA7,,,,,,,
11,Khalood;Ski;AX3,1350,/fortnite/Khalood;/fortnite/Ski_(ME_player);/fortnite/AX3,,,,,,,
12,Bnga;KaKaRoT;QwAy,1350,/fortnite/Bnga;/fortnite/KaKaRoT;/fortnite/QwAy,,,,,,,
13,QnDx;Rapit;iiUniit,1350,/fortnite/QnDx;/fortnite/Rapit;/fortnite/Unit,,,,,,,
14,FKS;Metab;Az2m,1350,/fortnite/FKS;/fortnite/Metab;/fortnite/Az2m,,,,,,,
15,hulks;Minas;Smsom,1350,/fortnite/Hulks;/fortnite/Minas;/fortnite/Smsom,,,,,,,
16,DRaFTell;Tooke;Naif,900,/fortnite/DRaFTell;/fortnite/Tooke;/fortnite/Naif,,,,,,,
17,Xx731;Souriano;KiritoKun,900,/fortnite/Xx731;/fortnite/Souriano;/fortnite/KiritoKun,,,,,,,
18,Balor;LeziX;Lacator,900,/fortnite/Balor;/fortnite/LeziX;/fortnite/Lacat0r,,,,,,,
19,FT;Kinqver;3BoooD,900,/fortnite/FT;/fortnite/Kinqver;/fortnite/3BoooD,,,,,,,
20,Opezor;Rico;Lord,900,/fortnite/Opezor;/fortnite/Azizyache32;/fortnite/Lord,,,,,,,
21,Saud;GntL;LIQUID,900,/fortnite/Saud;/fortnite/GntL;/fortnite/LIQUID,,,,,,,
22,Aziz;Mjeed;Deatt,900,/fortnite/Aziz;/fortnite/Mjeed;/fortnite/Deatt,,,,,,,
23,A7med27;Jounior;Stilson,900,/fortnite/A7med27;/fortnite/Jounior;/fortnite/Stilson,,,,,,,
24,Adapter;Raed;Snowyka,900,/fortnite/Adapter;/fortnite/Raed;/fortnite/Snowyka,,,,,,,
25,Rakan;Epik3z;Suly,900,/fortnite/Rakan;/fortnite/Epik3z;/fortnite/Suly,,,,,,,
26,Flamors;MrDom;Br1ckzl,900,/fortnite/Flamors;/fortnite/MrDom;/fortnite/Br1ckzl,,,,,,,
27,Btray;Nachiiri;Tax,600,/fortnite/Btray;/fortnite/Nachiiri;/fortnite/Tax_(ME_player),,,,,,,
28,Fahad;Mansour;SKULLY,600,/fortnite/Fahad;/fortnite/Mansour;/fortnite/SKULLY,,,,,,,
29,Linjy;zxmbie;Star,600,/fortnite/Linjy;/fortnite/Zxmbie;/fortnite/Star_(Kuwaiti_player),,,,,,,
30,Murloc;Toggle;NetloV,600,/fortnite/Murloc;/fortnite/Toggle;/fortnite/NetloV,,,,,,,
31,Stayls;Layth;Fzkl,600,/fortnite/Stayls;/fortnite/Layth;/fortnite/Fzkl,,,,,,,
32,Rivo;unr;Ruffixn,600,/fortnite/Rivo;/fortnite/Unr;/fortnite/Ruffixn,,,,,,,
33,Muzz;Kazi;Hamza,600,/fortnite/Muzz;/fortnite/Kazi;/fortnite/Hamza,,,,,,,
