Placement,Player(s),Earnings,Liquipedia ID's,Region,Gamemode,Max Teams,Total Teams,Start Date,End Date,URL
1,Allen;Shamokiy;Force,36000,/fortnite/Allen;/fortnite/Shamokiy;/fortnite/Force,AS,Trios,33,33,2021-05-29,2021-05-30,https://liquipedia.net/fortnite/Fortnite_Champion_Series/Chapter_2/Season_6/Grand_Finals/Asia
2,2SNgNl;fa1zzy;Jozya,24000,/fortnite/2SNgNl;/fortnite/Fa1zzy;/fortnite/Jozya,,,,,,,
3,Ragis;Maufin;KUREN,15000,/fortnite/Ragis;/fortnite/Maufin;/fortnite/KUREN,,,,,,,
4,Peterpan;FaxFox;Won,12000,/fortnite/Peterpan;/fortnite/FaxFox;/fortnite/Won,,,,,,,
5,Qjac;Naetor;Alice,10500,/fortnite/Qjac;/fortnite/Naetor;/fortnite/Alice,,,,,,,
6,Fortik;Pizdun;Leyyner,9000,/fortnite/FORTIK;/fortnite/Pizdun;/fortnite/Leyyner,,,,,,,
7,Seak;Runa;Ess,7500,/fortnite/Seak;/fortnite/Runa;/fortnite/Ess,,,,,,,
8,Ruri;RizArt;WildHawk,6000,/fortnite/Ruri;/fortnite/RizArt;/fortnite/WildHawk,,,,,,,
9,Ratatouille;Walver;Zotax,4500,/fortnite/Ratatouille;/fortnite/Walver;/fortnite/Zotax,,,,,,,
10,XMipoli;Pote;stork,3000,/fortnite/Mipoli;/fortnite/Pote;/fortnite/Stork,,,,,,,
11,AdaM;Fiz;Zuity,1500,/fortnite/AdaM;/fortnite/Fiz;/fortnite/Zuity,,,,,,,
12,Naoya;Mikage;Roia,1500,/fortnite/Naoya;/fortnite/Mikage;/fortnite/Roia,,,,,,,
13,Korox;Bottodango;Raifer,1500,/fortnite/Korox;/fortnite/Bottodango;/fortnite/Raifer,,,,,,,
14,Rainy;miya;Yusea,1500,/fortnite/Rainy;/fortnite/Miya;/fortnite/Yusea,,,,,,,
15,Shunsyan;Riru;Yama,1500,/fortnite/Shunsyan;/fortnite/Riru;/fortnite/YAMA,,,,,,,
16,HIRO;Rui;Pepoclip,1200,/fortnite/HIRO;/fortnite/Rui;/fortnite/Pepo,,,,,,,
17,Koa;Shuto;Koyota,1200,/fortnite/Koa;/fortnite/Shuto;/fortnite/Koyota,,,,,,,
18,Lettuce;Hamuppi;Dokn,1200,/fortnite/Lettuce;/fortnite/Hamuppi;/fortnite/Dokn,,,,,,,
19,Bot;Rocca;SuloA,1200,/fortnite/%E3%81%BC%E3%81%A3%E3%81%A8;/fortnite/Rocca;/fortnite/SuloA,,,,,,,
20,raru;Albedo;Buyuriru,1200,/fortnite/Raru;/fortnite/Albedo;/fortnite/Buyuriru,,,,,,,
21,GODRabbit;L4ex;Monster,900,/fortnite/GODRabbit;/fortnite/L4ex;/fortnite/Monster,,,,,,,
22,Totot;Kurara;Melon,900,/fortnite/Totot;/fortnite/Kurara;/fortnite/Melon,,,,,,,
23,Swillium;Rupa;Clemens,900,/fortnite/Swillium;/fortnite/Rupa;/fortnite/Clemens,,,,,,,
24,Otome;Tzuyu;Debuyan,900,/fortnite/Otome;/fortnite/Tzuyu;/fortnite/Debuyan,,,,,,,
25,Poco;Ryle;Pina,900,/fortnite/Poco;/fortnite/Ryle;/fortnite/Pina,,,,,,,
26,mashiron;Clover;Merem,900,/fortnite/Mashiron;/fortnite/Clover;/fortnite/Merem,,,,,,,
27,Shinoar;Kagetora;Divqx,600,/fortnite/Shinoar;/fortnite/Kagetora;/fortnite/Divqx,,,,,,,
28,Demon x;Moon;Zuko,600,/fortnite/Demon_x;/fortnite/Moon;/fortnite/Zuko,,,,,,,
29,Hibiki;Ren;RiaM,600,/fortnite/Hibiki;/fortnite/Ren;/fortnite/RiaM,,,,,,,
30,Reisy;LODSTK;KiLuA,600,/fortnite/Reisy;/fortnite/LODSTK;/fortnite/KiLuA,,,,,,,
31,Fram;pacoteen;Merthy,600,/fortnite/Fram;/fortnite/Pacoteen;/fortnite/Merthy,,,,,,,
32,Yuri;Pega;Shinck,600,/fortnite/Yuri;/fortnite/Pega;/fortnite/Shinck,,,,,,,
33,yum_82;Saluzy;Enaji,600,/fortnite/yum_82;/fortnite/Saluzy;/fortnite/Enaji,,,,,,,
