Placement,Player(s),Earnings,Liquipedia ID's,Region,Gamemode,Max Teams,Total Teams,Start Date,End Date,URL
1,Phzin;Kitoz,80000,/fortnite/Phzin;/fortnite/Kitoz,BR,Duos,50,50,2022-03-05,2022-03-06,https://liquipedia.net/fortnite/Fortnite_Champion_Series/Chapter_3/Season_1/Grand_Finals/Brazil
2,Fishy;Talls,60000,/fortnite/Fishy;/fortnite/Talls,,,,,,,
3,WeY;Nov1ce,50000,/fortnite/WeY;/fortnite/Nov1ce,,,,,,,
4,KBR;Xeat,40000,/fortnite/KBR;/fortnite/Xeat,,,,,,,
5,Kashi;Tisco,30000,/fortnite/Kashi;/fortnite/Tisco,,,,,,,
6,Pattaty;Spitflow,20000,/fortnite/Pattaty;/fortnite/Spitflow,,,,,,,
7,Seeyun;K1nG,15000,/fortnite/Seeyun;/fortnite/K1nG,,,,,,,
8,Riquelmee;Sanku,12000,/fortnite/Riquelmee;/fortnite/Sanku,,,,,,,
9,Rynm;Redlee,10000,/fortnite/Rynm;/fortnite/Redlee,,,,,,,
10,Frosty;Histtory,8000,/fortnite/Frosty;/fortnite/Histtory,,,,,,,
11,Retake;Slw,6000,/fortnite/Retake;/fortnite/Slw,,,,,,,
12,RustyK;Fazer,6000,/fortnite/RustyK;/fortnite/Fazer,,,,,,,
13,H4wwk;Edson,6000,/fortnite/H4wwk;/fortnite/Edson,,,,,,,
14,Cadu;Bedin,6000,/fortnite/Cadu;/fortnite/Bedin,,,,,,,
15,Guneves;Scarpa,6000,/fortnite/Guneves;/fortnite/Scarpa,,,,,,,
16,Snohxx;Renato,4000,/fortnite/Snohxx;/fortnite/Renato,,,,,,,
17,Pulga;Teuzz,4000,/fortnite/Pulga;/fortnite/Teuzz,,,,,,,
18,Opai;GSX,4000,/fortnite/Opai;/fortnite/GSX,,,,,,,
19,Persa;EdRoadToGlory,4000,/fortnite/Persa;/fortnite/EdRoadToGlory,,,,,,,
20,Bagu;OriGinS,4000,/fortnite/Bagu;/fortnite/OriGinS,,,,,,,
21,Suetam;KING,3000,/fortnite/Suetam;/fortnite/KING,,,,,,,
22,Lauchag;Tecne,3000,/fortnite/Lauchag;/fortnite/Tecne,,,,,,,
23,Frans;Filipe,3000,/fortnite/Frans;/fortnite/Filipe,,,,,,,
24,Keicox;Facu,3000,/fortnite/Keicox;/fortnite/Facu,,,,,,,
25,Yagami;Gabrielzin,3000,/fortnite/Yagami;/fortnite/Gabrielzin,,,,,,,
26,Nutifps;Klose,2000,/fortnite/Nutifps;/fortnite/Klose,,,,,,,
27,GxT;Nathes,2000,/fortnite/GxT;/fortnite/Nathes,,,,,,,
28,Betto;Navars,2000,/fortnite/Betto;/fortnite/Navars,,,,,,,
29,Izuki;Dream,2000,/fortnite/Izuki;/fortnite/Dream,,,,,,,
30,Liimaa;Brabo,2000,/fortnite/Liimaa;/fortnite/Brabo,,,,,,,
31,Force;Myst,1200,/fortnite/Rize_(Peruvian_player);/fortnite/Myst,,,,,,,
32,German62hz;Trueno,1200,/fortnite/German62hz;/fortnite/Trueno,,,,,,,
33,Kirito;Portinnn,1200,/fortnite/Kirito;/fortnite/Porto,,,,,,,
34,Insano;LORD,1200,/fortnite/Insano;/fortnite/LORD,,,,,,,
35,BieL;Grilo,1200,/fortnite/BieL;/fortnite/Grilo,,,,,,,
36,Robot;Jpsk1ng,900,/fortnite/Robot;/fortnite/Jpsk1ng,,,,,,,
37,Tofranks;YisusX,900,/fortnite/Tofranks;/fortnite/YisusX,,,,,,,
38,Taka;TK Black,900,/fortnite/Taka;/fortnite/TK_Black,,,,,,,
39,Pina;Digai,900,/fortnite/Pina_(Brazilian_player);/fortnite/Digai,,,,,,,
40,Tiago;KALIFA,900,/fortnite/Tiago;/fortnite/KALIFA,,,,,,,
41,Dott1;Fenix,800,/fortnite/Dott1;/fortnite/Fenix_(Brazilian_player),,,,,,,
42,Pingu;Manocaki,800,/fortnite/Pingu;/fortnite/Manocaki,,,,,,,
43,Magrelin;Barryzeera,800,/fortnite/Magrelin;/fortnite/Barryzeera,,,,,,,
44,Gangi;Magni,800,/fortnite/Gangi;/fortnite/Magni,,,,,,,
45,Schaba;Gabzeralindo,800,/fortnite/Schaba;/fortnite/Gabzeralindo,,,,,,,
46,Jasenszzzz;Potatozzz,700,/fortnite/Jasenszzzz;/fortnite/Potatozzz,,,,,,,
47,Kurtz;Diguera,700,/fortnite/Kurtz;/fortnite/Diguera,,,,,,,
48,Lorax;Ndp,700,/fortnite/Lorax;/fortnite/Ndp,,,,,,,
49,Past;shoks,700,/fortnite/Past;/fortnite/shoks,,,,,,,
50,LuLuzito;BlackoutZ,700,/fortnite/LuLuzito;/fortnite/BlackoutZ,,,,,,,
